xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type,EX-2.1,,,o
/html/body/document/type/sequence,2,,,o
/html/body/document/type/sequence/filename,nc10017928x1_ex2-1.htm,,,o
/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,,,o
/html/body/document/type/sequence/filename/description/text/div/div[1],Exhibit 2.1,,,o
/html/body/document/type/sequence/filename/description/text/div/div[3],AGREEMENT AND PLAN OF MERGER,/html/body/document/type/sequence/filename/description/text/div/div[3],AGREEMENT AND PLAN OF MERGER,b_t
/html/body/document/type/sequence/filename/description/text/div/div[5],dated as of,/html/body/document/type/sequence/filename/description/text/div/div[5],dated as of,i_t
/html/body/document/type/sequence/filename/description/text/div/div[7],"December 12, 2020",/html/body/document/type/sequence/filename/description/text/div/div[7],"December 12, 2020",i_t
/html/body/document/type/sequence/filename/description/text/div/div[9],among,/html/body/document/type/sequence/filename/description/text/div/div[9],among,i_t
/html/body/document/type/sequence/filename/description/text/div/div[11],"ASTRAZENECA PLC,",/html/body/document/type/sequence/filename/description/text/div/div[11],"ASTRAZENECA PLC,",i_t
/html/body/document/type/sequence/filename/description/text/div/div[13],"DELTA OMEGA SUB HOLDINGS INC.,",/html/body/document/type/sequence/filename/description/text/div/div[13],"DELTA OMEGA SUB HOLDINGS INC.,",i_t
/html/body/document/type/sequence/filename/description/text/div/div[15],"DELTA OMEGA SUB HOLDINGS INC. 1,",/html/body/document/type/sequence/filename/description/text/div/div[15],"DELTA OMEGA SUB HOLDINGS INC. 1,",i_t
/html/body/document/type/sequence/filename/description/text/div/div[17],DELTA OMEGA SUB HOLDINGS LLC 2,/html/body/document/type/sequence/filename/description/text/div/div[17],DELTA OMEGA SUB HOLDINGS LLC 2,i_t
/html/body/document/type/sequence/filename/description/text/div/div[19],and,/html/body/document/type/sequence/filename/description/text/div/div[19],and,i_t
/html/body/document/type/sequence/filename/description/text/div/div[21],"ALEXION PHARMACEUTICALS, INC.",/html/body/document/type/sequence/filename/description/text/div/div[21],"ALEXION PHARMACEUTICALS, INC.",e_t
/html/body/document/type/sequence/filename/description/text/div/div[25],TABLE OF CONTENTS,/html/body/document/type/sequence/filename/description/text/div/div[25],TABLE OF CONTENTS,s_st
/html/body/document/type/sequence/filename/description/text/div/div[26]/u,Page,,,o
/html/body/document/type/sequence/filename/description/text/div/table[1]/tbody/tr[1]/td[1]/div,ARTICLE I DEFINITIONS,,,o
/html/body/document/type/sequence/filename/description/text/div/table[1]/tbody/tr[1]/td[2]/div,2,,,o
/html/body/document/type/sequence/filename/description/text/div/table[1]/tbody/tr[2]/td[1]/div,Section 1.01,,,o
