xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type,EX-2.1,,,o
/html/body/document/type/sequence,2,,,o
/html/body/document/type/sequence/filename,nc10023011x5_ex2-1.htm,,,o
/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[1]/b,Exhibit 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[3],AGREEMENT AND PLAN OF MERGER,/html/body/document/type/sequence/filename/description/text/p[3],AGREEMENT AND PLAN OF MERGER,b_t
/html/body/document/type/sequence/filename/description/text/p[5],by and between,/html/body/document/type/sequence/filename/description/text/p[5],by and between,i_t
/html/body/document/type/sequence/filename/description/text/p[7]/font,BANCORPSOUTH BANK,/html/body/document/type/sequence/filename/description/text/p[7]/font,BANCORPSOUTH BANK,i_t
/html/body/document/type/sequence/filename/description/text/p[9],and,/html/body/document/type/sequence/filename/description/text/p[9],and,i_t
/html/body/document/type/sequence/filename/description/text/p[11]/font,CADENCE BANCORPORATION,/html/body/document/type/sequence/filename/description/text/p[11]/font,CADENCE BANCORPORATION,i_t
/html/body/document/type/sequence/filename/description/text/p[16],"Dated as of April 12, 2021",/html/body/document/type/sequence/filename/description/text/p[16],"Dated as of April 12, 2021",e_t
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[2]/p,TABLE OF CONTENTS,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[2]/p,TABLE OF CONTENTS,s_st
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[2]/p,Article I,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[5]/td[2]/p,THE MERGER,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[7]/td[1]/p,1.1,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[7]/td[2]/p,The Merger and Bank Merger,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[7]/td[3]/p,2,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[8]/td[1]/p,1.2,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[8]/td[2]/p,Closing,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[8]/td[3]/p,2,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[9]/td[1]/p,1.3,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[9]/td[2]/p,Effective Time,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[9]/td[3]/p,2,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[10]/td[1]/p,1.4,,,o
