xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type,EX-2.1,,,o
/html/body/document/type/sequence,2,,,o
/html/body/document/type/sequence/filename,ex_216475.htm,,,o
/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,,,o
/html/body/document/type/sequence/filename/description/text/title,ex_216475.htm,,,o
/html/body/document/type/sequence/filename/description/text/p[1]/font/b,Exhibit 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[3]/b,EXECUTION VERSION,,,o
/html/body/document/type/sequence/filename/description/text/p[7]/b,AGREEMENT AND PLAN OF MERGER,/html/body/document/type/sequence/filename/description/text/p[7]/b,AGREEMENT AND PLAN OF MERGER,b_t
/html/body/document/type/sequence/filename/description/text/p[9],Among,/html/body/document/type/sequence/filename/description/text/p[9],Among,i_t
/html/body/document/type/sequence/filename/description/text/p[11]/b[1],SEACOR HOLDINGS INC.,/html/body/document/type/sequence/filename/description/text/p[11]/b[1],SEACOR HOLDINGS INC.,i_t
/html/body/document/type/sequence/filename/description/text/p[11]/b[2],",",/html/body/document/type/sequence/filename/description/text/p[11]/b[2],",",i_t
/html/body/document/type/sequence/filename/description/text/p[13]/b,"SAFARI PARENT, INC.",/html/body/document/type/sequence/filename/description/text/p[13]/b,"SAFARI PARENT, INC.",i_t
/html/body/document/type/sequence/filename/description/text/p[15],and,/html/body/document/type/sequence/filename/description/text/p[15],and,i_t
/html/body/document/type/sequence/filename/description/text/p[17]/b,"SAFARI MERGER SUBSIDIARY, INC.",/html/body/document/type/sequence/filename/description/text/p[17]/b,"SAFARI MERGER SUBSIDIARY, INC.",i_t
/html/body/document/type/sequence/filename/description/text/p[19],"Dated as of December 4, 2020",/html/body/document/type/sequence/filename/description/text/p[19],"Dated as of December 4, 2020",e_t
/html/body/document/type/sequence/filename/description/text/p[24]/u/b,TABLE OF CONTENTS,/html/body/document/type/sequence/filename/description/text/p[24]/u/b,TABLE OF CONTENTS,s_st
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[1]/p/b,ARTICLE I THE OFFER,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[2]/b,2,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[1]/p,SECTION 1.1,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[2]/p,The Offer,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[3]/p,2,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[1]/p,SECTION 1.2,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[2]/p,Company Actions,,,o
