xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type,EX-2.1,,,o
/html/body/document/type/sequence,2,,,o
/html/body/document/type/sequence/filename,brhc10021811_ex2-1.htm,,,o
/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,,,o
/html/body/document/type/sequence/filename/description/text/div/div[1]/font,Exhibit 2.1,,,o
/html/body/document/type/sequence/filename/description/text/div/div[3]/div[1],EXECUTION VERSION,,,o
/html/body/document/type/sequence/filename/description/text/div/div[4]/div[2],AGREEMENT AND PLAN OF MERGER,/html/body/document/type/sequence/filename/description/text/div/div[4]/div[2],AGREEMENT AND PLAN OF MERGER,b_t
/html/body/document/type/sequence/filename/description/text/div/div[4]/div[4],AMONG,/html/body/document/type/sequence/filename/description/text/div/div[4]/div[4],AMONG,i_t
/html/body/document/type/sequence/filename/description/text/div/div[4]/div[6],"EAGLE PARENT HOLDINGS L.P.,",/html/body/document/type/sequence/filename/description/text/div/div[4]/div[6],"EAGLE PARENT HOLDINGS L.P.,",i_t
/html/body/document/type/sequence/filename/description/text/div/div[4]/div[8],"EAGLE MERGER SUB 1 CORPORATION,",/html/body/document/type/sequence/filename/description/text/div/div[4]/div[8],"EAGLE MERGER SUB 1 CORPORATION,",i_t
/html/body/document/type/sequence/filename/description/text/div/div[4]/div[10],"EAGLE MERGER SUB 2 CORPORATION,",/html/body/document/type/sequence/filename/description/text/div/div[4]/div[10],"EAGLE MERGER SUB 2 CORPORATION,",i_t
/html/body/document/type/sequence/filename/description/text/div/div[4]/div[12],"EXTENDED STAY AMERICA, INC.",/html/body/document/type/sequence/filename/description/text/div/div[4]/div[12],"EXTENDED STAY AMERICA, INC.",i_t
/html/body/document/type/sequence/filename/description/text/div/div[4]/div[14],AND,/html/body/document/type/sequence/filename/description/text/div/div[4]/div[14],AND,i_t
/html/body/document/type/sequence/filename/description/text/div/div[4]/div[16],"ESH HOSPITALITY, INC.",/html/body/document/type/sequence/filename/description/text/div/div[4]/div[16],"ESH HOSPITALITY, INC.",i_t
/html/body/document/type/sequence/filename/description/text/div/div[4]/div[18]/div[1],"Dated as of March 14, 2021",/html/body/document/type/sequence/filename/description/text/div/div[4]/div[18]/div[1],"Dated as of March 14, 2021",e_t
/html/body/document/type/sequence/filename/description/text/div/div[4]/div[20]/u,TABLE OF CONTENTS,/html/body/document/type/sequence/filename/description/text/div/div[4]/div[20]/u,TABLE OF CONTENTS,s_st
/html/body/document/type/sequence/filename/description/text/div/div[4]/table[1]/tbody/tr[1]/td[4]/div/u,Page,,,o
/html/body/document/type/sequence/filename/description/text/div/div[4]/table[1]/tbody/tr[3]/td[1]/div,Article I THE MERGERS,,,o
