xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type,EX-2.1,,,o
/html/body/document/type/sequence,2,,,o
/html/body/document/type/sequence/filename,tm2113073d1_ex2-1.htm,,,o
/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[2]/b,Exhibit 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[4],AGREEMENT AND PLAN OF MERGER,/html/body/document/type/sequence/filename/description/text/p[4],AGREEMENT AND PLAN OF MERGER,b_t
/html/body/document/type/sequence/filename/description/text/p[6],entered into by and among,/html/body/document/type/sequence/filename/description/text/p[6],entered into by and among,i_t
/html/body/document/type/sequence/filename/description/text/p[8],"GENERAL FINANCE CORPORATION,",/html/body/document/type/sequence/filename/description/text/p[8],"GENERAL FINANCE CORPORATION,",i_t
/html/body/document/type/sequence/filename/description/text/p[10],"UNITED RENTALS (NORTH AMERICA), INC.",/html/body/document/type/sequence/filename/description/text/p[10],"UNITED RENTALS (NORTH AMERICA), INC.",i_t
/html/body/document/type/sequence/filename/description/text/p[12],And,/html/body/document/type/sequence/filename/description/text/p[12],And,i_t
/html/body/document/type/sequence/filename/description/text/p[14]/font,UR Merger Sub VI Corporation,/html/body/document/type/sequence/filename/description/text/p[14]/font,UR Merger Sub VI Corporation,i_t
/html/body/document/type/sequence/filename/description/text/p[16],"Dated as of April 15, 2021",/html/body/document/type/sequence/filename/description/text/p[16],"Dated as of April 15, 2021",e_t
/html/body/document/type/sequence/filename/description/text/p[21],TABLE OF CONTENTS,/html/body/document/type/sequence/filename/description/text/p[21],TABLE OF CONTENTS,s_st
/html/body/document/type/sequence/filename/description/text/p[23],Page,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td,ARTICLE I,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td,Definitions; Interpretation and Construction,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[1],Section 1.01.   Definitions,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[2],2,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[1],Section 1.02.   Other Terms,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[2],17,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[5]/td[1],Section 1.03.   Interpretation and Construction,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[5]/td[2],17,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[7]/td,ARTICLE II,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[7]/td,The Transactions,,,o
