xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type,EX-2.1,,,o
/html/body/document/type/sequence,2,,,o
/html/body/document/type/sequence/filename,tm2119488d1_ex2-1.htm,,,o
/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[1]/b,Exhibit 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[3]/b,Execution Version,,,o
/html/body/document/type/sequence/filename/description/text/p[4]/b,CONFIDENTIAL,,,o
/html/body/document/type/sequence/filename/description/text/p[7]/b,AGREEMENT AND PLAN OF MERGER,/html/body/document/type/sequence/filename/description/text/p[7]/b,AGREEMENT AND PLAN OF MERGER,b_t
/html/body/document/type/sequence/filename/description/text/p[9]/b,by and among,/html/body/document/type/sequence/filename/description/text/p[9]/b,by and among,i_t
/html/body/document/type/sequence/filename/description/text/p[11]/b,"ICONIX ACQUISITION LLC,",/html/body/document/type/sequence/filename/description/text/p[11]/b,"ICONIX ACQUISITION LLC,",i_t
/html/body/document/type/sequence/filename/description/text/p[13]/b,ICONIX MERGER SUB INC.,/html/body/document/type/sequence/filename/description/text/p[13]/b,ICONIX MERGER SUB INC.,i_t
/html/body/document/type/sequence/filename/description/text/p[15]/b,and,/html/body/document/type/sequence/filename/description/text/p[15]/b,and,i_t
/html/body/document/type/sequence/filename/description/text/p[17]/b,"ICONIX BRAND GROUP, INC.",/html/body/document/type/sequence/filename/description/text/p[17]/b,"ICONIX BRAND GROUP, INC.",e_t
/html/body/document/type/sequence/filename/description/text/p[19],"Dated as of June 11, 2021",,,o
/html/body/document/type/sequence/filename/description/text/p[22]/i,"This document is intended solely to facilitate discussions among the parties identified herein. It is not intended to create, and will not be deemed to create, a legally binding or enforceable offer or agreement of any type or nature prior to the duly authorized and approved execution of this document by all such parties and the delivery of an executed copy hereof by all such parties to all other parties.",,,o
/html/body/document/type/sequence/filename/description/text/p[24]/b,"THIS DOCUMENT SHALL BE KEPT CONFIDENTIAL PURSUANT TO THE TERMS OF THE CONFIDENTIALITY AGREEMENT ENTERED INTO BETWEEN THE COMPANY AND THE RECIPIENT HEREOF AND, IF APPLICABLE, ITS AFFILIATES, WITH RESPECT TO THE SUBJECT MATTER HEREOF.",,,o
/html/body/document/type/sequence/filename/description/text/p[28]/b,Table of Contents,/html/body/document/type/sequence/filename/description/text/p[28]/b,Table of Contents,s_st
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[2]/b,Page,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td,ARTICLE I.,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[5]/td,DEFINITIONS,,,o
