xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type,EX-2.1,,,o
/html/body/document/type/sequence,2,,,o
/html/body/document/type/sequence/filename,tm2118073d1_ex2-1.htm,,,o
/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[3]/b,Exhibit 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[5]/b,AGREEMENT AND PLAN OF MERGER AND REORGANIZATION,/html/body/document/type/sequence/filename/description/text/p[5]/b,AGREEMENT AND PLAN OF MERGER AND REORGANIZATION,b_t
/html/body/document/type/sequence/filename/description/text/p[7],By and Between,/html/body/document/type/sequence/filename/description/text/p[7],By and Between,i_t
/html/body/document/type/sequence/filename/description/text/p[9]/b,"SELECT BANCORP, INC.",/html/body/document/type/sequence/filename/description/text/p[9]/b,"SELECT BANCORP, INC.",i_t
/html/body/document/type/sequence/filename/description/text/p[11],And,/html/body/document/type/sequence/filename/description/text/p[11],And,i_t
/html/body/document/type/sequence/filename/description/text/p[13]/b,FIRST BANCORP,/html/body/document/type/sequence/filename/description/text/p[13]/b,FIRST BANCORP,i_t
/html/body/document/type/sequence/filename/description/text/p[15],"June 1, 2021",/html/body/document/type/sequence/filename/description/text/p[15],"June 1, 2021",e_t
/html/body/document/type/sequence/filename/description/text/p[19]/b,TABLE OF CONTENTS,/html/body/document/type/sequence/filename/description/text/p[19]/b,TABLE OF CONTENTS,s_st
/html/body/document/type/sequence/filename/description/text/p[22]/b/u,Page,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[1],LIST OF EXHIBITS,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[2],iv,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[2]/td[1],AGREEMENT AND PLAN OF MERGER,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[2]/td[2],1,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[1],ARTICLE 1 TRANSACTIONS AND TERMS OF MERGER and reorganization,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[2],1,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[1],1.1       Merger,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[2],1,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[5]/td[1],1.2       Time and Place of Closing,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[5]/td[2],2,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[6]/td[1],1.3       Effective Time,,,o
