xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type,EX-2.1,,,o
/html/body/document/type/sequence,2,,,o
/html/body/document/type/sequence/filename,d148042dex21.htm,,,o
/html/body/document/type/sequence/filename/description,EX-2.1,,,o
/html/body/document/type/sequence/filename/description/text/title,EX-2.1,,,o
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,,,o
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2]/b,EXECUTION COPY,,,o
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,AGREEMENT AND PLAN OF MERGER,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,AGREEMENT AND PLAN OF MERGER,b_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,between,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,between,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,"PROJECT METAL PARENT, LLC,",/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,"PROJECT METAL PARENT, LLC,",i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,"PROJECT METAL MERGER SUB, INC.",/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,"PROJECT METAL MERGER SUB, INC.",i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,and,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,and,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,"MEDALLIA, INC.",/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,"MEDALLIA, INC.",i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"Dated July 25, 2021",/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"Dated July 25, 2021",e_t
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,s_st
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[5]/b,Page,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[1]/p,ARTICLE I DEFINITIONS & INTERPRETATIONS,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[4],2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1]/p,1.1,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[3]/p,Certain Definitions,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[6],2,,,o
