xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type,EX-2.1,,,o
/html/body/document/type/sequence,2,,,o
/html/body/document/type/sequence/filename,foe-20210511xex2_1.htm,,,o
/html/body/document/type/sequence/filename/description,EX-2.1,,,o
/html/body/document/type/sequence/filename/description/text/title,Exhibit 21,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/div/p[1]/font[3],Exhibit 2.1,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/p[2]/font,AGREEMENT AND PLAN OF MERGER,/html/body/document/type/sequence/filename/description/text/div[1]/p[2]/font,AGREEMENT AND PLAN OF MERGER,b_t
/html/body/document/type/sequence/filename/description/text/div[1]/p[3]/font,Among,/html/body/document/type/sequence/filename/description/text/div[1]/p[3]/font,Among,i_t
/html/body/document/type/sequence/filename/description/text/div[1]/p[4]/font,"FERRO CORPORATION,",/html/body/document/type/sequence/filename/description/text/div[1]/p[4]/font,"FERRO CORPORATION,",i_t
/html/body/document/type/sequence/filename/description/text/div[1]/p[5]/font,PMHC II Inc.,/html/body/document/type/sequence/filename/description/text/div[1]/p[5]/font,PMHC II Inc.,i_t
/html/body/document/type/sequence/filename/description/text/div[1]/p[6]/font,and,/html/body/document/type/sequence/filename/description/text/div[1]/p[6]/font,and,i_t
/html/body/document/type/sequence/filename/description/text/div[1]/p[7]/font,"PMHC Fortune Merger Sub, Inc.",/html/body/document/type/sequence/filename/description/text/div[1]/p[7]/font,"PMHC Fortune Merger Sub, Inc.",e_t
/html/body/document/type/sequence/filename/description/text/div[1]/p[8]/font[1],Dated as of May 11,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/p[8]/font[2],", 2021",,,o
/html/body/document/type/sequence/filename/description/text/div[2]/p[4]/font,TABLE OF CONTENTS,/html/body/document/type/sequence/filename/description/text/div[2]/p[4]/font,TABLE OF CONTENTS,s_st
/html/body/document/type/sequence/filename/description/text/div[2]/p[5]/font,Page,,,o
/html/body/document/type/sequence/filename/description/text/div[2]/p[6]/font[1]/font[4]/a,RECITALS,,,o
/html/body/document/type/sequence/filename/description/text/div[2]/p[6]/font[1],.....................................................................................................................................,,,o
/html/body/document/type/sequence/filename/description/text/div[2]/p[6]/font[2]/font[5]/a,1,,,o
/html/body/document/type/sequence/filename/description/text/div[2]/p[7]/font[1]/font[1]/a,Article I,,,o
/html/body/document/type/sequence/filename/description/text/div[2]/p[7]/font[1]/font[2]/a,THE MERGER,,,o
/html/body/document/type/sequence/filename/description/text/div[2]/p[7]/font[1],.....................................................................................................................,,,o
/html/body/document/type/sequence/filename/description/text/div[2]/p[7]/font[2]/font[5]/a,1,,,o
