xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type,EX-2.1,,,o
/html/body/document/type/sequence,2,,,o
/html/body/document/type/sequence/filename,tm215689d1_ex2-1.htm,,,o
/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[2]/b,Exhibit 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[4]/i,EXECUTION VERSION,,,o
/html/body/document/type/sequence/filename/description/text/p[8]/font,Agreement and Plan of Merger,/html/body/document/type/sequence/filename/description/text/p[8]/font,Agreement and Plan of Merger,b_t
/html/body/document/type/sequence/filename/description/text/p[10]/font,among,/html/body/document/type/sequence/filename/description/text/p[10]/font,among,i_t
/html/body/document/type/sequence/filename/description/text/p[12]/font,Electronic Arts Inc,/html/body/document/type/sequence/filename/description/text/p[12]/font,Electronic Arts Inc,i_t
/html/body/document/type/sequence/filename/description/text/p[12],".,",/html/body/document/type/sequence/filename/description/text/p[12],".,",i_t
/html/body/document/type/sequence/filename/description/text/p[13]/font,a Delaware corporation;,/html/body/document/type/sequence/filename/description/text/p[13]/font,a Delaware corporation;,i_t
/html/body/document/type/sequence/filename/description/text/p[15]/font[1],"Giants Acquisition Sub, Inc.,",/html/body/document/type/sequence/filename/description/text/p[15]/font[1],"Giants Acquisition Sub, Inc.,",i_t
/html/body/document/type/sequence/filename/description/text/p[15]/font[2],a Delaware corporation,/html/body/document/type/sequence/filename/description/text/p[15]/font[2],a Delaware corporation,i_t
/html/body/document/type/sequence/filename/description/text/p[15],",",/html/body/document/type/sequence/filename/description/text/p[15],",",i_t
/html/body/document/type/sequence/filename/description/text/p[17]/font,and,/html/body/document/type/sequence/filename/description/text/p[17]/font,and,i_t
/html/body/document/type/sequence/filename/description/text/p[19]/font[1],"Glu Mobile Inc.,",/html/body/document/type/sequence/filename/description/text/p[19]/font[1],"Glu Mobile Inc.,",i_t
/html/body/document/type/sequence/filename/description/text/p[19]/font[2],a Delaware corporation,/html/body/document/type/sequence/filename/description/text/p[19]/font[2],a Delaware corporation,e_t
/html/body/document/type/sequence/filename/description/text/p[21],___________________________,,,o
/html/body/document/type/sequence/filename/description/text/p[23],"Dated as of February 8, 2021",,,o
/html/body/document/type/sequence/filename/description/text/p[29],Table of Contents,/html/body/document/type/sequence/filename/description/text/p[29],Table of Contents,s_st
/html/body/document/type/sequence/filename/description/text/p[31],Page,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[1]/font,Article I. Description of Transaction,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[2]/font,2,,,o
