xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type,EX-99.(D)(10),,,o
/html/body/document/type/sequence,2,,,o
/html/body/document/type/sequence/filename,d111927dex99d10.htm,,,o
/html/body/document/type/sequence/filename/description,EX-99.(D)(10),,,o
/html/body/document/type/sequence/filename/description/text/title,EX-99.(d)(10),,,o
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1],Exhibit (d)(10),,,o
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2],AMENDED AND RESTATED,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2],AMENDED AND RESTATED,b_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],AGREEMENT AND PLAN OF MERGER,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],AGREEMENT AND PLAN OF MERGER,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],entered into by and among,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],entered into by and among,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],"COLLECTORS UNIVERSE, INC.,",/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],"COLLECTORS UNIVERSE, INC.,",i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],CARDS PARENT LP,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],CARDS PARENT LP,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],and,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],and,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],CARDS ACQUISITION INC.,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],CARDS ACQUISITION INC.,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"Dated as of January 20, 2021",/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"Dated as of January 20, 2021",e_t
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1],TABLE OF CONTENTS,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1],TABLE OF CONTENTS,s_st
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[5],Page,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[1]/font,ARTICLE I,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1]/font,Definitions; Interpretation and Construction,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[1]/p,1.1.,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[3],Definitions,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[6],2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[1]/p,1.2.,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[3],Other Terms,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[6],18,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[1]/p,1.3.,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[3],Interpretation and Construction,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[6],19,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[11]/td[1]/font,ARTICLE II,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[13]/td[1]/font,The Offer: Closing; Certificate of Merger and Effective Time; The Merger,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[15]/td[1]/p,2.1.,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[15]/td[3],The Offer,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[15]/td[6],21,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[16]/td[1]/p,2.2.,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[16]/td[3],Additional Actions,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[16]/td[6],23,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[17]/td[1]/p,2.3.,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[17]/td[3],Stockholder Lists,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[17]/td[6],25,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[18]/td[1]/p,2.4.,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[18]/td[3],Closing,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[18]/td[6],25,,,o
