xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type,EX-2.1,,,o
/html/body/document/type/sequence,2,,,o
/html/body/document/type/sequence/filename,d176004dex21.htm,,,o
/html/body/document/type/sequence/filename/description,EX-2.1,,,o
/html/body/document/type/sequence/filename/description/text/title,EX-2.1,,,o
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,,,o
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2]/b/u,EXECUTION VERSION,,,o
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],AGREEMENT AND PLAN OF MERGER,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],AGREEMENT AND PLAN OF MERGER,b_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],by and among,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],by and among,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],"NEW YORK COMMUNITY BANCORP, INC.,",/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],"NEW YORK COMMUNITY BANCORP, INC.,",i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],615 CORP.,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],615 CORP.,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],and,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],and,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"FLAGSTAR BANCORP, INC.",/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"FLAGSTAR BANCORP, INC.",e_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[11],"Dated as of April 24, 2021",,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1],TABLE OF CONTENTS,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1],TABLE OF CONTENTS,s_st
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[1],ARTICLE I,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[1],THE MERGER,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[1],1.1,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[3]/p,The Merger,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[6],1,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[1],1.2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[3]/p,Closing,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[6],2,,,o
