xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type,EX-2.1,,,o
/html/body/document/type/sequence,2,,,o
/html/body/document/type/sequence/filename,tm2119645d6_ex2-1.htm,,,o
/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[2]/b,Exhibit 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[4]/b/u,EXECUTION VERSION,,,o
/html/body/document/type/sequence/filename/description/text/p[8],AMENDED AND RESTATED,/html/body/document/type/sequence/filename/description/text/p[8],AMENDED AND RESTATED,b_t
/html/body/document/type/sequence/filename/description/text/p[8],AGREEMENT AND PLAN OF MERGER,/html/body/document/type/sequence/filename/description/text/p[8],AGREEMENT AND PLAN OF MERGER,i_t
/html/body/document/type/sequence/filename/description/text/p[10],by and among,/html/body/document/type/sequence/filename/description/text/p[10],by and among,i_t
/html/body/document/type/sequence/filename/description/text/p[12],"Ambience Parent, Inc.,",/html/body/document/type/sequence/filename/description/text/p[12],"Ambience Parent, Inc.,",i_t
/html/body/document/type/sequence/filename/description/text/p[14],"Ambience Merger Sub, Inc.",/html/body/document/type/sequence/filename/description/text/p[14],"Ambience Merger Sub, Inc.",i_t
/html/body/document/type/sequence/filename/description/text/p[16],and,/html/body/document/type/sequence/filename/description/text/p[16],and,i_t
/html/body/document/type/sequence/filename/description/text/p[18],At Home Group Inc.,/html/body/document/type/sequence/filename/description/text/p[18],At Home Group Inc.,i_t
/html/body/document/type/sequence/filename/description/text/p[20],"Dated as of June 16, 2021",/html/body/document/type/sequence/filename/description/text/p[20],"Dated as of June 16, 2021",e_t
/html/body/document/type/sequence/filename/description/text/p[25]/u,Table of Contents,/html/body/document/type/sequence/filename/description/text/p[25]/u,Table of Contents,s_st
/html/body/document/type/sequence/filename/description/text/p[27]/u,Page,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td/p[1],ARTICLE I,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td/p[3],The TRANSACTIONS,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[2]/td[1],Section 1.1.     The Offer,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[2]/td[2],3,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[1],Section 1.2.     Additional Actions,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[2],6,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[1],Section 1.3.     Stockholder Lists,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[2],7,,,o
