xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type,EX-2.1,,,o
/html/body/document/type/sequence,2,,,o
/html/body/document/type/sequence/filename,tm2122510d1_ex2-1.htm,,,o
/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[1]/b,Exhibit 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[3]/b,EXECUTION VERSION,,,o
/html/body/document/type/sequence/filename/description/text/p[8]/b,AGREEMENT AND PLAN OF MERGER,/html/body/document/type/sequence/filename/description/text/p[8]/b,AGREEMENT AND PLAN OF MERGER,b_t
/html/body/document/type/sequence/filename/description/text/p[10]/b,BY AND AMONG,/html/body/document/type/sequence/filename/description/text/p[10]/b,BY AND AMONG,i_t
/html/body/document/type/sequence/filename/description/text/p[12]/b,"KITE REALTY GROUP TRUST,",/html/body/document/type/sequence/filename/description/text/p[12]/b,"KITE REALTY GROUP TRUST,",i_t
/html/body/document/type/sequence/filename/description/text/p[14]/b,"KRG OAK, LLC",/html/body/document/type/sequence/filename/description/text/p[14]/b,"KRG OAK, LLC",i_t
/html/body/document/type/sequence/filename/description/text/p[16]/b,AND,/html/body/document/type/sequence/filename/description/text/p[16]/b,AND,i_t
/html/body/document/type/sequence/filename/description/text/p[18]/b,"RETAIL PROPERTIES OF AMERICA, INC.",/html/body/document/type/sequence/filename/description/text/p[18]/b,"RETAIL PROPERTIES OF AMERICA, INC.",i_t
/html/body/document/type/sequence/filename/description/text/p[20]/b,"DATED AS OF JULY 18, 2021",/html/body/document/type/sequence/filename/description/text/p[20]/b,"DATED AS OF JULY 18, 2021",e_t
/html/body/document/type/sequence/filename/description/text/p[24]/b,TABLE OF CONTENTS,/html/body/document/type/sequence/filename/description/text/p[24]/b,TABLE OF CONTENTS,s_st
/html/body/document/type/sequence/filename/description/text/p[26]/b/u,Page,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[1]/font/b,Article 1     DEFINITIONS,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[2]/font/b,2,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[1]/font,Section 1.1,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[2]/font,Definitions,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[3]/font,2,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[1]/font,Section 1.2,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[2]/font,Interpretation and Rules of Construction,,,o
