xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type,EX-2.1,,,o
/html/body/document/type/sequence,2,,,o
/html/body/document/type/sequence/filename,tm2129703d1_ex2-1.htm,,,o
/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[2]/b,Exhibit 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[4],EXECUTION VERSION,,,o
/html/body/document/type/sequence/filename/description/text/p[8]/b,AGREEMENT AND PLAN OF MERGER,/html/body/document/type/sequence/filename/description/text/p[8]/b,AGREEMENT AND PLAN OF MERGER,b_t
/html/body/document/type/sequence/filename/description/text/p[10],by and among:,/html/body/document/type/sequence/filename/description/text/p[10],by and among:,i_t
/html/body/document/type/sequence/filename/description/text/p[12]/b,"FLEXION THERAPEUTICS, INC.,",/html/body/document/type/sequence/filename/description/text/p[12]/b,"FLEXION THERAPEUTICS, INC.,",i_t
/html/body/document/type/sequence/filename/description/text/p[14]/b,"PACIRA BIOSCIENCES, INC.,",/html/body/document/type/sequence/filename/description/text/p[14]/b,"PACIRA BIOSCIENCES, INC.,",i_t
/html/body/document/type/sequence/filename/description/text/p[16],and,/html/body/document/type/sequence/filename/description/text/p[16],and,i_t
/html/body/document/type/sequence/filename/description/text/p[18]/b,OYSTER ACQUISITION COMPANY INC.,/html/body/document/type/sequence/filename/description/text/p[18]/b,OYSTER ACQUISITION COMPANY INC.,e_t
/html/body/document/type/sequence/filename/description/text/p[20],"Dated as of October 11, 2021",,,o
/html/body/document/type/sequence/filename/description/text/p[26]/b,TABLE OF CONTENTS,/html/body/document/type/sequence/filename/description/text/p[26]/b,TABLE OF CONTENTS,s_st
/html/body/document/type/sequence/filename/description/text/p[28]/b,Page,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[1]/font,Article 1 DEFINITIONS,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[2]/font,2,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[1]/font,Section 1.1,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[2]/font,Definitions,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[3]/font,2,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[5]/td[1]/font,Article 2 THE OFFER,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[5]/td[2]/font,15,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[7]/td[1]/font,Section 2.1,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[7]/td[2]/font,The Offer,,,o
