xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type,EX-2.1,,,o
/html/body/document/type/sequence,2,,,o
/html/body/document/type/sequence/filename,nc10023607x3_ex2-1.htm,,,o
/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[2]/font/b,EXHIBIT 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[4]/font,AGREEMENT AND PLAN OF MERGER,/html/body/document/type/sequence/filename/description/text/p[4]/font,AGREEMENT AND PLAN OF MERGER,b_t
/html/body/document/type/sequence/filename/description/text/p[6]/font,by and among,/html/body/document/type/sequence/filename/description/text/p[6]/font,by and among,i_t
/html/body/document/type/sequence/filename/description/text/p[8]/font,"W. R. GRACE & CO.,",/html/body/document/type/sequence/filename/description/text/p[8]/font,"W. R. GRACE & CO.,",i_t
/html/body/document/type/sequence/filename/description/text/p[10]/font,GIBRALTAR ACQUISITION HOLDINGS LLC,/html/body/document/type/sequence/filename/description/text/p[10]/font,GIBRALTAR ACQUISITION HOLDINGS LLC,i_t
/html/body/document/type/sequence/filename/description/text/p[12]/font,and,/html/body/document/type/sequence/filename/description/text/p[12]/font,and,i_t
/html/body/document/type/sequence/filename/description/text/p[14]/font,GIBRALTAR MERGER SUB INC.,/html/body/document/type/sequence/filename/description/text/p[14]/font,GIBRALTAR MERGER SUB INC.,i_t
/html/body/document/type/sequence/filename/description/text/p[16]/font,"Dated as of April 26, 2021",/html/body/document/type/sequence/filename/description/text/p[16]/font,"Dated as of April 26, 2021",e_t
/html/body/document/type/sequence/filename/description/text/p[19]/font,TABLE OF CONTENTS,/html/body/document/type/sequence/filename/description/text/p[19]/font,TABLE OF CONTENTS,s_st
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[3]/font/u,Page,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[1]/font,ARTICLE I THE MERGER,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[2]/font,2,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[5]/td[1]/font,SECTION 1.01,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[5]/td[2]/font,The Merger,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[5]/td[3]/font,2,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[6]/td[1]/font,SECTION 1.02,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[6]/td[2]/font,The Effective Time,,,o
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[6]/td[3]/font,2,,,o
