xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type,EX-2.1,,,o
/html/body/document/type/sequence,2,,,o
/html/body/document/type/sequence/filename,d339700dex21.htm,,,o
/html/body/document/type/sequence/filename/description,EX-2.1,,,o
/html/body/document/type/sequence/filename/description/text/title,EX-2.1,,,o
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,,,o
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2],AGREEMENT AND PLAN OF MERGER,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2],AGREEMENT AND PLAN OF MERGER,b_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],by and among,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],by and among,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],"CELESTIAL-SATURN PARENT INC.,",/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],"CELESTIAL-SATURN PARENT INC.,",i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],CELESTIAL-SATURN MERGER SUB INC.,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],CELESTIAL-SATURN MERGER SUB INC.,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],and,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],and,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],"CORELOGIC, INC.",/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],"CORELOGIC, INC.",i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],"Dated as of February 4, 2021",/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],"Dated as of February 4, 2021",e_t
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,s_st
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[2],ARTICLE I,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[1],DEFINITIONS,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[1]/p,Section 1.1,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[3]/p,Definitions,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[6],2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1],ARTICLE II,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[1],THE MERGER,,,o
