xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type,EX-2.1,,,o
/html/body/document/type/sequence,2,,,o
/html/body/document/type/sequence/filename,ck1723866-ex21_12.htm,,,o
/html/body/document/type/sequence/filename/description,EX-2.1,,,o
/html/body/document/type/sequence/filename/description/text/title,ck1723866-ex21_12.htm,,,o
/html/body/document/type/sequence/filename/description/text/p[1],Exhibit 2.1,,,o
/html/body/document/type/sequence/filename/description/text/p[4],AGREEMENT AND PLAN OF MERGER,/html/body/document/type/sequence/filename/description/text/p[4],AGREEMENT AND PLAN OF MERGER,b_t
/html/body/document/type/sequence/filename/description/text/p[4],dated as of,/html/body/document/type/sequence/filename/description/text/p[4],dated as of,i_t
/html/body/document/type/sequence/filename/description/text/p[4],8-Aug-21,/html/body/document/type/sequence/filename/description/text/p[4],8-Aug-21,i_t
/html/body/document/type/sequence/filename/description/text/p[4],among,/html/body/document/type/sequence/filename/description/text/p[4],among,i_t
/html/body/document/type/sequence/filename/description/text/p[4],"SELECT INTERIOR CONCEPTS, INC.,",/html/body/document/type/sequence/filename/description/text/p[4],"SELECT INTERIOR CONCEPTS, INC.,",i_t
/html/body/document/type/sequence/filename/description/text/p[4],"ASTRO STONE INTERMEDIATE HOLDING, LLC",/html/body/document/type/sequence/filename/description/text/p[4],"ASTRO STONE INTERMEDIATE HOLDING, LLC",i_t
/html/body/document/type/sequence/filename/description/text/p[4],and,/html/body/document/type/sequence/filename/description/text/p[4],and,i_t
/html/body/document/type/sequence/filename/description/text/p[4],"ASTRO STONE MERGER SUB, INC.",/html/body/document/type/sequence/filename/description/text/p[4],"ASTRO STONE MERGER SUB, INC.",e_t
/html/body/document/type/sequence/filename/description/text/p[10],TABLE OF CONTENTS,/html/body/document/type/sequence/filename/description/text/p[10],TABLE OF CONTENTS,s_st
/html/body/document/type/sequence/filename/description/text/div[1]/table/tbody/tr[1]/td[2]/p/font,Page,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table/tbody/tr[2]/td[1]/p,ARTICLE 1 Definitions,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table/tbody/tr[2]/td[2]/p,1,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table/tbody/tr[3]/td[1]/p,Section 1.1,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table/tbody/tr[3]/td[2]/p,Definitions.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table/tbody/tr[3]/td[3]/p,1,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table/tbody/tr[4]/td[1]/p,Section 1.2,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table/tbody/tr[4]/td[2]/p,Other Definitional and Interpretative Provisions.,,,o
